sha256,representative_path,active_script_group,active_closure_group,active_copy_count,all_copy_count,disposition,candidate_ids,basis,measurement_method,authority,source_metadata_role,static_flags,review_depth
855fea15daf2beb5be7fad0d54b72a63a4af8595f227facf845ba1852b3b365a,.agents/skills/archify/renderers/shared/diagnostics.mjs,False,True,6,6,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
85b094a69b3e8b86f7d917fa48f88bddbe0c589a8b0f46da051f9c0eef70714c,.agents/skills/yss-technical-design/scripts/validate-technical-design.mjs,True,False,5,17,candidate-caller,P01,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
8673596ce27fd4a18a1eeabe915e13218916ae75eb902e7b5d0fb4560574c8b3,submodules/yss-harness-frontend-agent/.agents/skills/yss-skill-source-index-refresh/scripts/refresh-yss-skill-index.test.mjs,True,False,1,1,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,test,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
86dba7d7a1bd7e8e91272449d9f606efd6be514e7ee51272d72215005c74554a,.agents/skills/yss-frontend-scaffold-generator/scripts/generate_and_verify_scaffold.mjs,True,False,2,9,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
8726578b642e55ae7fadf446329be7a90ea573f9b3e19e7ff6555ba31d1c4a91,submodules/yss-harness-frontend-agent/scripts/lib/implementation-contract-compiler.mjs,True,False,1,1,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
88bc952802f8fe72cbf320d3faca956078647fa13575b6bfd844f636a8985fa9,submodules/yss-harness-design-agent/scripts/lib/harness-profile.mjs,True,False,2,2,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
891ff89d811289f517d8f703c455015abe4fe22daf97ff53237597e8e7778f71,scripts/lib/strategic-handoff-consumption.mjs,True,False,8,8,candidate-caller,"P02,P09",命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
8aac81dbd5437602f66a9ee4e602b5a9b8dd68fe9e4e27ce482f81dd7989a713,scripts/lib/frontend-delivery.mjs,True,False,8,8,candidate,P11,直接引用源码已人工核对,见关联候选验证设计,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": true, ""network"": true, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
8be5209cda2f089dca4863734d6a8802cc5f4dd5c3b14a97fa37c8bb72d6a2ad,scripts/fixtures/user-decision/build-fixture.mjs,True,False,7,7,fixture-test-only,,测试数据/服务/生成fixture，非普通产品流转入口,随调用它的场景测fixture准备/清理；不当独立业务基准,unknown-unless-candidate-explicitly-establishes-source,fixture,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
8c701c56a5aba6ac68b634801c45f94f3fa4c2b9fe01681faee4eda0a6f78d7c,submodules/create-yss-spec/src/template-hash.js,False,True,2,2,candidate-caller,P04,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
8cdef38d8cc996d8edf5d3072620b8b7be4f7f8b1b2b94bca8349a35444ea6c9,submodules/create-yss-harness-backend/scripts/sync-core.mjs,True,False,2,2,candidate,P07,直接引用源码已人工核对,见关联候选验证设计,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
8d084a1c00f7042d8092096b27fe9f19aaf11f0d17e0dab386ba4841d9b31d19,.template-source/tooling/node/scripts/build-vendor.mjs,True,False,5,5,external-runtime-needs-input,,可能外部访问/更新入口，需具体参数与本地注入fixture,本轮不触发真实外部动作；区分cache/timeout与服务耗时,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": true, ""network"": true, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
8e2964b8ccfd794740d8fe1315d50b60354522670cc403cfcef4f699e3bebe8d,submodules/yss-harness-design-agent/scripts/verify-lifecycle-checkpoint,True,False,2,2,candidate-caller,P01,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
8ee268dca51c0dac9a95bc2c95249b7887512b6492048cc015e45d43088a6861,submodules/yss-harness-dev-agent/.agents/skills/yss-mvc-data-analysis-project-initializer/scripts/generate_project.mjs,True,False,3,9,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
90f93479502784382b0c4d06a04d791267f6947b59521eb9a89e36491194bbf4,.agents/skills/yss-antd-design/scripts/validate-frontmatter.test.mjs,True,False,7,33,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,test,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
915fd5d552645ed706702f84fe1ee47f61648c34eb63208c0031f342c49521ce,scripts/verify-yss-dto-openapi-profile,True,False,5,6,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
93ce0c5dae97f9efa06fa781a019123f3693193267acf4efef4d9027aca17c5b,submodules/yss-harness-design-agent/scripts/lib/task-package.mjs,True,False,2,2,candidate-caller,P01,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": true, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
93fe098f6157d20d57aa921b9496a93538dc3b5297a1447ddb6b3c360deab6dc,scripts/verify-matt-yss-integration-scenarios,True,False,8,9,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
96a2e2de54f68dada593122552c42a654b3e98531273565a94fb3462b44811a3,scripts/verify-context-contract,True,False,8,8,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
96cab2a3f06122d0847b3c57a997e793ccc54cc8b547db9b747a519b647e6a18,scripts/implementation-path-policy,True,False,7,8,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
9711092452f5ba94c53e019b87703a86a624100637431564217414fa345e362c,.agents/skills/yss-frontend-scaffold-generator/scripts/run_scaffold_verification.mjs,True,False,2,9,candidate,P10,直接引用源码已人工核对,见关联候选验证设计,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
972bef79e126c67bd4e3cecef8d708cba9f15e975bf5518dbedd9c97e9c28696,scripts/verify-template-candidate,True,False,8,9,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
980aeb6ae78770761c97156f6936381e6cc3257273e444a55b2e3a132b971288,scripts/lib/export-skills.mjs,True,False,8,8,external-runtime-needs-input,,可能外部访问/更新入口，需具体参数与本地注入fixture,本轮不触发真实外部动作；区分cache/timeout与服务耗时,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": true, ""tree_io"": true, ""network"": true, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
98143e45423ff491682b143fd9bc6a749be0ed97ff300936963a286435d0c313,.template-source/scripts/verify-delivery-harness-distribution.mjs,True,False,1,1,candidate,P05,直接引用源码已人工核对,见关联候选验证设计,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
9815cafce4e545c5b342874b2fd4a27dd5f9977d5e0b564740ada2f47f6832ba,scripts/verify-maintenance-checkpoint,True,False,2,2,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
98977b471e33c531b102cfd09e073e57d879ec6869dd8319a5998ab45aeb2b12,.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,True,False,7,25,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
99b27996511454eee5ffc447a2a50f078fba75516d1c46ee0a6b194b81d5aff8,.agents/skills/yss-cache/scripts/verify-cache-component.sh,True,False,5,33,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
9a00793cb073170b322ea1611c7db43c6b8058cc747c655521b623761cbe0e87,submodules/create-yss-strategic-design/src/manifest.js,False,True,1,1,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
9a152e0201cadb73bcf87397f3bfa9289cbdda8a80b2e73413a0be89ca650819,submodules/create-yss-harness-backend/bin/create-yss-harness-backend.js,False,True,2,2,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
9a22cef7a8f25b92085e9210a8c3ec03eff826767a8e6ca8f5c3b13d82235376,submodules/yss-harness-dev-agent/scripts/lib/scenario-checks.mjs,True,False,2,2,fixture-test-only,,测试检查/合成Git仓工具，按实际回归场景测量，不独立产品基准,只读源码抽样核对；隔离真实输入计时；若关联候选则采用其验证设计,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": true, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
9a2b138d20dbfee43ef6743bffdf1af129f1d3eb0d00091eff0c2d6c667fa40e,.template-source/scripts/evidence-index,True,False,4,4,static-no-confirmed-hotspot,,维护冻结/证据路径；大diff或候选包需RSS规模测量，非日常产品流程优先项,只读源码抽样核对；隔离真实输入计时；若关联候选则采用其验证设计,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
9a7ab1424b1a2b187bcc2105d16dee9fe84bc4018ecc7e5db75ce07455f17360,scripts/verify-scaffold-architecture-decision-scenarios,True,False,2,2,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
9ab43edbcf48ab6677ca7389e959a557d52939455ed309e5306391aa48ef0b10,scripts/verify-strategic-handoff-consumption,True,False,8,8,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
9c07cd5ccd9db11e71999710193fdd8c284b57cabf076e85a5b7d466bdc24d51,scripts/audit-yss-backend-skills,True,False,6,6,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
9ea30d29eb29b878c3cd82345edf722b5cfdae1e9ac51eade1c565a40f3d0485,scripts/lib/git-submodule-fixtures.mjs,True,False,7,8,fixture-test-only,,测试检查/合成Git仓工具，按实际回归场景测量，不独立产品基准,只读源码抽样核对；隔离真实输入计时；若关联候选则采用其验证设计,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
9ef2618863153d55595b21401fcbd7352759ee11c5780d92ca0992f891df4e12,submodules/yss-harness-dev-agent/scripts/lib/skill-governance.mjs,True,False,2,2,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
9fcf1de96936c47c693bdd9da2b181504358cfb604a0646475779fec5eb584a3,.agents/skills/yss-layered-mvc-scaffold-generator/scripts/run_scaffold_verification.mjs,True,False,5,17,candidate-caller,P10,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
a0ad7d9834ad8afd0221dc398702ac780f30eb7aebc0bfc1a45029c99805fcda,submodules/yss-harness-dev-agent/scripts/lib/harness-profile.mjs,True,False,2,2,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a1391e0c01d6eb41cd7855e5da403ff7ccbfd0b70e7638b662ece2fbd0f74d54,.template-source/tooling/node/scripts/design-md.mjs,True,False,1,1,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": false, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a1513759c283e34d1a871cd484052c0cbcafa938f2d03ddfcef2fe6c2476db73,.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,True,False,2,9,candidate,P10,直接引用源码已人工核对,见关联候选验证设计,unknown-unless-candidate-explicitly-establishes-source,test,"{""process_spawn"": true, ""tree_io"": true, ""network"": true, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a173a053fb26c0ac3cd72eb9b4e50411e67ca8c50bec57f05d4ca8ba79db2c0b,.agents/skills/archify/scripts/render-examples.mjs,True,False,6,26,external-runtime-needs-input,,已核对调用独立renderers/archify入口；需要具体IR与输出fixture，不能从shell标记推断瓶颈,只读源码抽样核对；隔离真实输入计时；若关联候选则采用其验证设计,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a2154a4025be8795e831c9a07ee477fad950f3d755546faffd7a3256a2750dd5,scripts/node-verify-lifecycle-registry.mjs,True,False,2,2,candidate-caller,P01,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a374cf0222c59bceb31cea0150ad390dbf64c81150007505de6f59362ee96681,submodules/yss-harness-dev-agent/.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,True,False,3,10,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,test,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a3ff3eec0be02152c3246c89f0c0b26285606e92c4acfb36655b26010320c28c,scripts/update-skill-lock,True,False,8,9,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
a43aeef1610b0d01398283169df713924c012670d8d145fc6903a8e9925783ba,submodules/yss-harness-dev-agent/scripts/verify-maintenance-intensity-scenarios,True,False,4,5,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a455b3d0e075159be261171511fc9b17a679e9ca5b5960e11614f8435a369073,scripts/fixtures/strategic-handoff/fixture.mjs,True,False,7,7,fixture-test-only,,测试数据/服务/生成fixture，非普通产品流转入口,随调用它的场景测fixture准备/清理；不当独立业务基准,unknown-unless-candidate-explicitly-establishes-source,fixture,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a4c53e703da8f2df0075ebccde21d4812806d1dcf3bd236603a676ade0ad1f92,.agents/skills/yss-mvc-scaffold-generator/scripts/lib/envelope.mjs,True,False,2,8,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a4fcf44df8466df57cc275e6b4c4591d82939957bfec3a6d63738743d9538696,scripts/lib/approval-record.mjs,True,False,2,2,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a517e195e0ae83455ab0e0c9675ce31e3cd4975608965cbd38fbac23e45616a5,submodules/yss-harness-design-agent/scripts/verify-digital-human-roles-scenarios,True,False,2,2,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a596ecfdea9d9a8b4d64939690448a83735929b94ca2269f78ec3d4d8d350f88,submodules/yss-harness-backend-agent/scripts/verify-template-verification-scenarios,True,False,1,1,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
a5f5f67d3cd4675b16fa620043a5463f3c15aad89afb1b0c7cf42cf35e883f9a,.agents/skills/archify/scripts/generate-validators.mjs,True,False,6,26,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a64e72e2205298dd1d7b92af4d78437cc86ec69c0a1835bc6970b1439d091998,submodules/yss-harness-design-agent/scripts/verify-entry-alignment,True,False,2,2,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
a7ad84582350d565d9c6f24b0940abc4be8742217ce45049418b0eb2ba4cb808,.agents/skills/yss-mvc-scaffold-generator/scripts/generate_project.mjs,True,False,2,8,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
a92466818515979ae0ff82b5c2a6a89e2197a113f5307b80bc2e352bf112ad75,.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,True,False,5,19,candidate-caller,"P09,P10",命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
aa0691cb85547a395d099350275cb6f18c06b98531677c7d8d3edd32c3ea4b9f,submodules/yss-harness-design-agent/scripts/verify-strategic-design-handoff,True,False,2,2,candidate-caller,"P01,P02",命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
aa6afc7fa2842dc6ff37daa04f2b3a28c2a81cbd792bc3e910f1f74429912495,submodules/yss-harness-design-agent/scripts/verify-maintenance-intensity-scenarios,True,False,2,2,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
aac3ada33979ed2073cf8c5a0af310c45d512d9ec3e91c051f2b5817924d9130,.agents/skills/yss-mvc-scaffold-generator/scripts/lib/templates.mjs,True,False,2,8,external-runtime-needs-input,,可能外部访问/更新入口，需具体参数与本地注入fixture,本轮不触发真实外部动作；区分cache/timeout与服务耗时,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": true, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
